"Date,""Game"",""Earnings"",""Players"",""Tournaments"""
"2018-11-01,""Chess.com"",1400,7,1"
"2018-11-01,""rFactor 2"",1210,9,2"
"2018-11-01,""Team Fortress 2"",1000,21,1"
"2018-11-01,""Melty Blood: Actress Again Current Code"",580,8,1"
"2018-11-01,""QuakeWorld"",566.94,4,1"
"2018-11-01,""Age of Empires Online"",500,5,1"
"2018-11-01,""Super Smash Bros. Brawl"",465,5,3"
"2018-11-01,""TrackMania 2: Stadium"",397.97,8,3"
"2018-11-01,""ARMS"",300,7,3"
"2018-11-01,""Dengeki Bunko: Fighting Climax Ignition"",300,8,1"
"2018-11-01,""Age of Mythology"",290,11,2"
"2018-11-01,""StarCraft: Remastered"",205.01,4,1"
"2018-11-01,""osu!"",100,3,1"
"2018-12-01,""Counter-Strike: Global Offensive"",3298230.91,1545,172"
"2018-12-01,""Arena of Valor"",2514142.44,180,3"
"2018-12-01,""Shadowverse"",1310000,24,1"
"2018-12-01,""Fortnite"",1182561.89,311,18"
"2018-12-01,""CrossFire"",820215.27,24,2"
"2018-12-01,""Dota 2"",600329.82,333,25"
"2018-12-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",597784.7,352,17"
"2018-12-01,""StarCraft II"",564885.06,127,47"
"2018-12-01,""FIFA 19"",463113.14,110,9"
"2018-12-01,""Street Fighter V: Arcade Edition"",462347.84,59,6"
"2018-12-01,""PLAYERUNKNOWN'S BATTLEGROUNDS Mobile"",402000,80,1"
"2018-12-01,""League of Legends"",383063.25,344,17"
"2018-12-01,""Rocket League"",302920.19,214,37"
"2018-12-01,""Call of Duty: Black Ops 4"",283778,94,16"
"2018-12-01,""Quake Champions"",206120,55,16"
"2018-12-01,""Hearthstone"",203780.63,78,13"
"2018-12-01,""Madden NFL 19"",165000,16,1"
"2018-12-01,""Rainbow Six Siege"",134817.39,150,7"
"2018-12-01,""Creative Destruction"",1e+05,8,1"
"2018-12-01,""StarCraft: Remastered"",93847.62,43,7"
"2018-12-01,""Super Smash Bros. Ultimate"",74587.45,271,63"
"2018-12-01,""Chess.com"",52608.03,23,2"
"2018-12-01,""Tekken 7"",50720.27,42,7"
"2018-12-01,""Attack on Titan Tribute Game"",50000,32,1"
"2018-12-01,""World of Tanks"",40000,30,1"
"2018-12-01,""Artifact Classic"",38441.63,83,28"
"2018-12-01,""iRacing.com"",34080,18,3"
"2018-12-01,""Old School Runescape"",32000,4,1"
"2018-12-01,""FIFA Online 4"",30314.61,12,2"
"2018-12-01,""Mobile Legends: Bang Bang"",29100,44,1"
"2018-12-01,""WarCraft III"",28927.5,26,4"
"2018-12-01,""Brawlhalla"",21304.1,52,11"
"2018-12-01,""Team Fortress 2"",20831,81,5"
"2018-12-01,""Call of Duty: Blackout"",20000,12,2"
"2018-12-01,""Super Smash Bros. Melee"",17860.7,69,12"
"2018-12-01,""Dragon Ball FighterZ"",12195.55,22,5"
"2018-12-01,""Magic: The Gathering Arena"",10000,16,1"
"2018-12-01,""Clash Royale"",7370,20,2"
"2018-12-01,""Age of Empires II"",6407.6,40,9"
"2018-12-01,""osu!"",5392,41,2"
"2018-12-01,""Minecraft"",4839.15,10,3"
"2018-12-01,""Soul Calibur VI"",4780,7,2"
"2018-12-01,""Age of Empires"",4128,22,2"
"2018-12-01,""Black Squad"",1844.49,27,6"
"2018-12-01,""Overwatch"",1800,27,1"
"2018-12-01,""Lichess"",1100,8,2"
"2018-12-01,""BlazBlue: Cross Tag Battle"",983.33,7,2"
"2018-12-01,""Super Smash Bros."",980,8,2"
"2018-12-01,""TrackMania 2: Stadium"",929.58,10,4"
"2018-12-01,""Super Smash Bros. for Wii U"",840.11,18,5"
"2018-12-01,""Halo 3"",800,12,1"
"2018-12-01,""Under Night In-Birth EXE: Late[st]"",663.33,7,2"
"2018-12-01,""Guilty Gear Xrd REV 2"",550,6,2"
"2018-12-01,""Archangel Hellfire"",500,6,1"
"2018-12-01,""NHL 19"",366.67,4,1"
"2018-12-01,""FIFA 18"",344.33,1,1"
"2018-12-01,""Pokkén Tournament DX"",311.4,4,2"
"2018-12-01,""Mortal Kombat XL"",310,3,1"
"2018-12-01,""Injustice 2"",280,3,1"
"2018-12-01,""Windjammers"",260,3,1"
"2018-12-01,""Age of Empires III"",250,3,3"
"2018-12-01,""Ultimate Marvel vs. Capcom 3"",240,3,1"
"2018-12-01,""Super Street Fighter II Turbo"",230,5,2"
"2018-12-01,""ARMS"",225.4,7,4"
"2018-12-01,""Mario Kart 8 Deluxe"",220,4,1"
"2018-12-01,""Super Mario Party"",220,4,1"
"2018-12-01,""Marvel vs. Capcom: Infinite"",160,3,1"
"2018-12-01,""Killer Instinct (2013)"",150,2,1"
"2018-12-01,""Puyo Puyo Tetris"",146.67,3,1"
"2018-12-01,""BlazBlue: Central Fiction"",110,3,1"
"2018-12-01,""Fighting EX Layer"",110,2,1"
"2018-12-01,""Ultra Street Fighter IV"",110,3,1"
"2018-12-01,""Tetris"",75,2,1"
"2018-12-01,""Project M"",65.59,5,2"
"2018-12-01,""Lethal League Blaze"",11.4,1,1"
"2019-01-01,""Dota 2"",1503477.01,237,14"
"2019-01-01,""Overwatch"",1035800.98,602,11"
"2019-01-01,""Counter-Strike: Global Offensive"",903881.05,491,106"
"2019-01-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",639888.97,194,7"
"2019-01-01,""Arena of Valor"",539124,46,2"
"2019-01-01,""FIFA 19"",363000,73,3"
"2019-01-01,""Hearthstone"",350525.24,217,6"
"2019-01-01,""Fortnite"",315778.46,69,12"
"2019-01-01,""League of Legends"",160589.23,146,7"
"2019-01-01,""Rocket League"",128770,114,19"
"2019-01-01,""Mobile Legends: Bang Bang"",123200,95,2"
"2019-01-01,""StarCraft II"",91905.44,134,38"
"2019-01-01,""Rainbow Six Siege"",55283.55,71,5"
"2019-01-01,""WarCraft III"",52475.3,23,7"
"2019-01-01,""Super Smash Bros. Ultimate"",48235.65,244,63"
"2019-01-01,""Heroes of the Storm"",47075,30,3"
"2019-01-01,""Artifact Classic"",39535.41,83,35"
"2019-01-01,""Call of Duty: Blackout"",30000,11,2"
"2019-01-01,""Halo 3"",29400,32,1"
"2019-01-01,""Dragon Ball FighterZ"",28796.91,21,4"
"2019-01-01,""Call of Duty: Black Ops 4"",13900,26,7"
"2019-01-01,""Free Fire"",12198.15,48,1"
"2019-01-01,""Shadowverse"",12000,24,3"
"2019-01-01,""NHL 19"",7500,2,1"
"2019-01-01,""Age of Empires II"",6815.85,20,11"
"2019-01-01,""Tekken 7"",4917.19,21,4"
"2019-01-01,""Guilty Gear Xrd REV 2"",4130,14,3"
"2019-01-01,""Black Squad"",4010.43,20,2"
"2019-01-01,""Soul Calibur VI"",4006.91,14,3"
"2019-01-01,""Street Fighter V: Arcade Edition"",2640,11,2"
"2019-01-01,""iRacing.com"",2226.94,20,4"
"2019-01-01,""BlazBlue: Cross Tag Battle"",2030,11,2"
"2019-01-01,""Super Smash Bros. Melee"",1907.81,18,5"
"2019-01-01,""Under Night In-Birth EXE: Late[st]"",1770,8,1"
"2019-01-01,""Pokkén Tournament DX"",1592.6,7,2"
"2019-01-01,""Brawlhalla"",1450,30,9"
"2019-01-01,""Chess.com"",1400.01,8,1"
"2019-01-01,""Minecraft"",1363,1,1"
"2019-01-01,""King of Fighters XIV"",1280,3,1"
"2019-01-01,""Mystery Game Tournament"",1280,8,1"
"2019-01-01,""TrackMania 2: Stadium"",1218.86,15,6"
"2019-01-01,""Lichess"",1100,8,2"
"2019-01-01,""StarCraft: Remastered"",1089.36,6,5"
"2019-01-01,""BlazBlue: Central Fiction"",880,8,1"
"2019-01-01,""Street Fighter III: 3rd Strike"",790,8,1"
"2019-01-01,""Marvel vs. Capcom: Infinite"",720,5,2"
"2019-01-01,""Vampire Savior"",710,3,1"
"2019-01-01,""Skullgirls 2nd Encore"",660,3,1"
"2019-01-01,""Super Street Fighter II Turbo"",620,3,1"
"2019-01-01,""Injustice 2"",590,6,2"
"2019-01-01,""Ultimate Marvel vs. Capcom 3"",490,3,1"
"2019-01-01,""Mortal Kombat X"",480,3,1"
"2019-01-01,""Killer Instinct (2013)"",460,5,2"
"2019-01-01,""Guilty Gear XX Accent Core Plus R"",440,3,1"
"2019-01-01,""Sailor Moon S"",420,3,1"
"2019-01-01,""Age of Empires III"",400,4,2"
"2019-01-01,""Melty Blood: Actress Again Current Code"",350,3,1"
"2019-01-01,""Company of Heroes 2"",300,1,1"
"2019-01-01,""Tatsunoko vs. Capcom: Ultimate All-Stars"",290,3,1"
"2019-01-01,""Fighting EX Layer"",220,3,1"
"2019-01-01,""ARMS"",201.3,8,3"
"2019-01-01,""Super Smash Bros."",150,3,1"
"2019-01-01,""Age of Empires"",100,4,1"
"2019-01-01,""Tetris"",75,2,1"
"2019-01-01,""Lethal League Blaze"",51.3,3,1"
"2019-01-01,""Mario Tennis Aces"",51.3,3,1"
"2019-01-01,""Xonotic"",11.36,8,1"
"2019-02-01,""Rainbow Six Siege"",2019557.58,197,7"
"2019-02-01,""Madden NFL 19"",889992,33,2"
"2019-02-01,""Dota 2"",833701.96,180,8"
"2019-02-01,""Fortnite"",752876.79,210,23"
"2019-02-01,""Counter-Strike: Global Offensive"",470576.94,523,67"
"2019-02-01,""NBA 2K19"",250000,1,1"
"2019-02-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",235100,71,6"
"2019-02-01,""FIFA 19"",229750,63,4"
"2019-02-01,""Apex Legends"",212829,116,8"
"2019-02-01,""Gears of War 4"",2e+05,60,1"
"2019-02-01,""Rocket League"",168189.63,189,29"
"2019-02-01,""Call of Duty: Blackout"",121608.35,71,4"
"2019-02-01,""League of Legends"",113635.6,100,7"
"2019-02-01,""Arena of Valor"",70880,23,1"
"2019-02-01,""Super Smash Bros. Ultimate"",67398.38,224,66"
"2019-02-01,""World of WarCraft"",60000,48,6"
"2019-02-01,""Hearthstone"",53813.63,38,7"
"2019-02-01,""Clash Royale"",52130,17,2"
"2019-02-01,""StarCraft: Remastered"",41386.98,37,8"
"2019-02-01,""Age of Empires II"",35700,36,5"
"2019-02-01,""Stardew Valley"",35000,40,1"
"2019-02-01,""Brawl Stars"",32000,16,1"
"2019-02-01,""Street Fighter V: Arcade Edition"",28681.03,14,3"
"2019-02-01,""Tekken 7"",28580.6,14,3"
"2019-02-01,""Brawlhalla"",26200,101,15"
"2019-02-01,""Overwatch"",25685.9,27,3"
"2019-02-01,""Dragon Ball FighterZ"",24530.63,14,3"
"2019-02-01,""StarCraft II"",19356.12,58,22"
"2019-02-01,""Forza Motorsport 7"",15200,16,1"
"2019-02-01,""Artifact Classic"",13834.49,71,28"
"2019-02-01,""Pokémon VGC"",13000,16,1"
"2019-02-01,""Super Smash Bros. Melee"",12507.92,19,3"
"2019-02-01,""Shadowverse"",12000,24,3"
"2019-02-01,""Guilty Gear Xrd REV 2"",11970.21,19,3"
"2019-02-01,""Soul Calibur VI"",10030.21,11,2"
"2019-02-01,""Magic: The Gathering Arena"",10000,16,1"
"2019-02-01,""BlazBlue: Cross Tag Battle"",9960.21,19,3"
"2019-02-01,""King of Fighters XIV"",9050.21,8,1"
"2019-02-01,""NHL 19"",8500,3,2"
"2019-02-01,""Call of Duty: Black Ops 4"",7492,30,8"
"2019-02-01,""iRacing.com"",7000,43,1"
"2019-02-01,""Pokkén Tournament DX"",5340,11,2"
"2019-02-01,""Heroes of the Storm"",5000,20,1"
"2019-02-01,""Age of Empires"",4300,4,1"
"2019-02-01,""Under Night In-Birth EXE: Late[st]"",2740,8,1"
"2019-02-01,""BlazBlue: Central Fiction"",2570,8,1"
"2019-02-01,""WarCraft III"",2235,8,1"
"2019-02-01,""Lichess"",2200,12,4"
"2019-02-01,""TrackMania 2: Stadium"",2181.83,15,6"
"2019-02-01,""Quake Champions"",1500,4,1"
"2019-02-01,""Chess.com"",1400,5,1"
"2019-02-01,""Dead or Alive 6"",430,3,1"
"2019-02-01,""Auto Chess"",400,3,1"
"2019-02-01,""Project M"",353.95,10,4"
"2019-02-01,""Age of Mythology"",240,3,1"
"2019-02-01,""ARMS"",184.51,6,2"
"2019-02-01,""Soul Calibur II"",170,3,1"
"2019-02-01,""Age of Empires III"",150,3,3"
"2019-02-01,""Mortal Kombat XL"",140,2,1"
"2019-02-01,""Melty Blood: Actress Again Current Code"",130,3,1"
"2019-02-01,""Million Arthur: Arcana Blood"",110,3,1"
"2019-02-01,""Dengeki Bunko: Fighting Climax Ignition"",80,3,1"
"2019-02-01,""Sailor Moon S"",80,3,1"
"2019-02-01,""Virtua Fighter 5"",80,1,1"
"2019-02-01,""Xonotic"",11.46,12,1"
"2019-03-01,""Counter-Strike: Global Offensive"",2803004.34,839,94"
"2019-03-01,""Dota 2"",2376863.65,340,23"
"2019-03-01,""Magic: The Gathering Arena"",1e+06,64,1"
"2019-03-01,""Fortnite"",865055.56,668,31"
"2019-03-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",657413.95,378,17"
"2019-03-01,""StarCraft II"",655574.8,112,27"
"2019-03-01,""Overwatch"",511801.18,135,5"
"2019-03-01,""Hearthstone"",500397.18,63,10"
"2019-03-01,""Call of Duty: Black Ops 4"",427325,141,8"
"2019-03-01,""Apex Legends"",314590.41,248,29"
"2019-03-01,""League of Legends"",227523.37,411,18"
"2019-03-01,""FIFA 19"",156193.66,24,5"
"2019-03-01,""Super Smash Bros. Ultimate"",135928.11,375,104"
"2019-03-01,""Halo 3"",120000,38,2"
"2019-03-01,""Tekken 7"",114500,15,3"
"2019-03-01,""Rainbow Six Siege"",108859.96,180,11"
"2019-03-01,""Arena of Valor"",1e+05,65,2"
"2019-03-01,""PLAYERUNKNOWN'S BATTLEGROUNDS Mobile"",74800,8,1"
"2019-03-01,""StarCraft: Remastered"",72620.03,37,7"
"2019-03-01,""Shadowverse"",69216.11,32,4"
"2019-03-01,""Rocket League"",60669.11,141,35"
"2019-03-01,""World of WarCraft"",60000,45,6"
"2019-03-01,""Guns of Boom"",52700,8,4"
"2019-03-01,""Clash of Clans"",50000,40,1"
"2019-03-01,""Mobile Legends: Bang Bang"",49156.24,15,1"
"2019-03-01,""Free Fire"",45548.14,63,2"
"2019-03-01,""Street Fighter V: Arcade Edition"",43652.6,21,4"
"2019-03-01,""Old School Runescape"",32000,4,1"
"2019-03-01,""The Division 2"",27250,40,2"
"2019-03-01,""rFactor 2"",25752.15,72,7"
"2019-03-01,""Gwent"",25000,8,1"
"2019-03-01,""Brawlhalla"",24595.5,61,22"
"2019-03-01,""Call of Duty: Blackout"",20000,28,1"
"2019-03-01,""Madden NFL 19"",15000,2,1"
"2019-03-01,""WarCraft III"",11703,8,1"
"2019-03-01,""Artifact Classic"",9492,54,23"
"2019-03-01,""Super Smash Bros. Melee"",8999.39,49,9"
"2019-03-01,""Age of Empires II"",8799.01,38,12"
"2019-03-01,""TrackMania 2: Stadium"",7545.31,25,10"
"2019-03-01,""FIFA Online 4"",7111.31,8,1"
"2019-03-01,""Minecraft"",3946,1,1"
"2019-03-01,""NHL 19"",3000,2,2"
"2019-03-01,""Heroes of the Storm"",2932,21,2"
"2019-03-01,""Dragon Ball FighterZ"",2740,8,3"
"2019-03-01,""iRacing.com"",2400,83,3"
"2019-03-01,""Pokémon VGC"",2000,4,1"
"2019-03-01,""Soul Calibur VI"",1920,7,2"
"2019-03-01,""Lichess"",1600,7,2"
"2019-03-01,""Chess.com"",1400,9,1"
"2019-03-01,""osu!"",1080,12,1"
"2019-03-01,""BlazBlue: Cross Tag Battle"",1060,6,2"
"2019-03-01,""Age of Empires III"",1025,14,7"
"2019-03-01,""Team Fortress 2"",1002,27,1"
"2019-03-01,""Counter-Strike: Source"",1000,3,1"
"2019-03-01,""Forza Motorsport 7"",1000,2,2"
"2019-03-01,""Dead or Alive 6"",870,3,1"
"2019-03-01,""Under Night In-Birth EXE: Late[st]"",860,3,1"
"2019-03-01,""Guilty Gear Xrd REV 2"",680,6,2"
"2019-03-01,""Assetto Corsa"",666,3,1"
"2019-03-01,""Ultra Street Fighter IV"",610,3,1"
"2019-03-01,""Super Street Fighter II Turbo"",600,6,2"
"2019-03-01,""Lethal League Blaze"",558.46,8,2"
"2019-03-01,""Project M"",520.95,17,4"
"2019-03-01,""Pokkén Tournament DX"",490,6,2"
"2019-03-01,""CrossFire"",452.75,23,3"
"2019-03-01,""Auto Chess"",400,3,1"
"2019-03-01,""ARMS"",397.04,9,3"
"2019-03-01,""Company of Heroes 2"",305,2,3"
"2019-03-01,""King of Fighters XIV"",240,3,1"
"2019-03-01,""Marvel vs. Capcom: Infinite"",240,3,1"
"2019-03-01,""Injustice 2"",170,3,1"
"2019-03-01,""Windjammers"",150,3,1"
"2019-03-01,""Street Fighter Alpha 2"",130,3,1"
"2019-03-01,""Hand of the Gods"",34.2,1,1"
"2019-04-01,""Fortnite"",3606031.61,868,41"
"2019-04-01,""League of Legends"",2237317.84,959,39"
"2019-04-01,""Counter-Strike: Global Offensive"",1761717.55,1255,101"
"2019-04-01,""Hearthstone"",1007707.32,35,10"
"2019-04-01,""Dota 2"",875430.28,212,19"
"2019-04-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",711066,148,8"
"2019-04-01,""Apex Legends"",708420.75,251,13"
"2019-04-01,""Arena of Valor"",509340,140,4"
"2019-04-01,""StarCraft II"",356078.81,165,42"
"2019-04-01,""FIFA 19"",346500,94,3"
"2019-04-01,""Rainbow Six Siege"",345003.67,209,12"
"2019-04-01,""Gears of War 4"",3e+05,55,1"
"2019-04-01,""Madden NFL 19"",2e+05,8,1"
"2019-04-01,""Mobile Legends: Bang Bang"",120000,82,2"
"2019-04-01,""Free Fire"",102400,49,1"
"2019-04-01,""Super Smash Bros. Ultimate"",62696.61,277,79"
"2019-04-01,""StarCraft: Remastered"",51896.99,23,6"
"2019-04-01,""Clash of Clans"",50590,5,2"
"2019-04-01,""Point Blank"",49792.64,51,3"
"2019-04-01,""Chess.com"",41050,69,6"
"2019-04-01,""Call of Duty: Blackout"",40000,31,1"
"2019-04-01,""Call of Duty: Black Ops 4"",38390,50,3"
"2019-04-01,""Mad Skills Motocross 2"",30000,12,1"
"2019-04-01,""Brawlhalla"",27762,95,18"
"2019-04-01,""Heroes of the Storm"",24295.24,10,2"
"2019-04-01,""Rocket League"",21313.21,145,34"
"2019-04-01,""Sekiro: Shadows Die Twice"",19596,20,1"
"2019-04-01,""Street Fighter V: Arcade Edition"",18999.72,18,3"
"2019-04-01,""Age of Empires II"",17306.04,31,14"
"2019-04-01,""Team Fortress 2"",16552.87,91,4"
"2019-04-01,""Super Smash Bros. Melee"",15708.83,51,10"
"2019-04-01,""Overwatch"",12893.02,24,2"
"2019-04-01,""Magic: The Gathering Arena"",12000,19,3"
"2019-04-01,""Shadowverse"",11900,24,3"
"2019-04-01,""FIFA Online 4"",11130.27,18,1"
"2019-04-01,""Tekken 7"",9788.62,15,3"
"2019-04-01,""WarCraft III"",8157.61,8,2"
"2019-04-01,""TrackMania 2: Stadium"",7860.95,22,10"
"2019-04-01,""CrossFire"",6840,40,1"
"2019-04-01,""Soul Calibur VI"",5736.27,11,4"
"2019-04-01,""Dead or Alive 6"",5269.87,8,1"
"2019-04-01,""Age of Empires"",3582,20,2"
"2019-04-01,""Artifact Classic"",3025,27,8"
"2019-04-01,""osu!"",2230.11,5,1"
"2019-04-01,""Guns of Boom"",2100,4,2"
"2019-04-01,""Dragon Ball FighterZ"",1420,6,2"
"2019-04-01,""Quake Champions"",899.6,3,1"
"2019-04-01,""Mortal Kombat 11"",750,6,1"
"2019-04-01,""BlazBlue: Cross Tag Battle"",360,4,1"
"2019-04-01,""TrackMania 2: Canyon"",337.68,3,1"
"2019-04-01,""Guilty Gear Xrd REV 2"",300,3,1"
"2019-04-01,""Age of Mythology"",251,23,2"
"2019-04-01,""Lethal League Blaze"",134.99,3,1"
"2019-04-01,""Age of Empires III"",100,1,1"
"2019-05-01,""Fortnite"",4096131.48,809,42"
"2019-05-01,""Overwatch"",1956577.2,520,11"
"2019-05-01,""Counter-Strike: Global Offensive"",1396541.17,821,75"
"2019-05-01,""League of Legends"",1289300.93,310,18"
"2019-05-01,""Dota 2"",1153882.77,202,13"
"2019-05-01,""Rocket League"",623048.38,204,35"
"2019-05-01,""FIFA 19"",583054.85,90,8"
"2019-05-01,""Call of Duty: Black Ops 4"",402000,122,6"
"2019-05-01,""Rainbow Six Siege"",400796.14,238,8"
"2019-05-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",336306,228,10"
"2019-05-01,""FIFA Online 4"",293349.54,87,2"
"2019-05-01,""Mobile Legends: Bang Bang"",262300,170,3"
"2019-05-01,""Arena of Valor"",202898,88,3"
"2019-05-01,""Magic: The Gathering Online"",2e+05,24,1"
"2019-05-01,""NBA 2K19"",180000,40,1"
"2019-05-01,""StarCraft II"",172100.8,117,43"
"2019-05-01,""Identity V"",148446,15,1"
"2019-05-01,""Super Smash Bros. Ultimate"",120276.1,385,102"
"2019-05-01,""World of WarCraft"",1e+05,28,1"
"2019-05-01,""WarCraft III"",63021.05,22,5"
"2019-05-01,""Brawlhalla"",62050,80,13"
"2019-05-01,""Mortal Kombat 11"",61912.97,39,6"
"2019-05-01,""Point Blank"",59000,45,2"
"2019-05-01,""PLAYERUNKNOWN'S BATTLEGROUNDS Mobile"",57937.76,16,1"
"2019-05-01,""Chess.com"",57404,28,3"
"2019-05-01,""Multigaming"",55958.7,8,1"
"2019-05-01,""Splitgate: Arena Warfare"",50000,64,2"
"2019-05-01,""Magic: The Gathering Arena"",45000,51,6"
"2019-05-01,""Tekken 7"",43363.56,31,7"
"2019-05-01,""Call of Duty: Blackout"",30000,28,1"
"2019-05-01,""Street Fighter V: Arcade Edition"",27669.32,28,5"
"2019-05-01,""Clash of Clans"",25000,5,1"
"2019-05-01,""iRacing.com"",25000,12,1"
"2019-05-01,""Project Cars 2"",22400,16,2"
"2019-05-01,""Hearthstone"",18591.24,30,11"
"2019-05-01,""Apex Legends"",17575.52,42,8"
"2019-05-01,""TrackMania 2: Stadium"",13641.23,21,7"
"2019-05-01,""Super Smash Bros. Melee"",13569.99,81,12"
"2019-05-01,""Age of Empires II"",12416.86,49,21"
"2019-05-01,""Shadowverse"",11900,24,3"
"2019-05-01,""Assetto Corsa"",9664,4,2"
"2019-05-01,""Dragon Ball FighterZ"",9653.72,18,3"
"2019-05-01,""RaceRoom Racing Experience"",8400,37,2"
"2019-05-01,""Teamfight Tactics"",8400,4,1"
"2019-05-01,""CrossFire"",6840,40,1"
"2019-05-01,""Under Night In-Birth EXE: Late[st]"",5945.12,12,2"
"2019-05-01,""Dead or Alive 6"",5850,11,2"
"2019-05-01,""Space Junkies"",5520,32,2"
"2019-05-01,""King of Fighters XIV"",5240,11,2"
"2019-05-01,""Skullgirls 2nd Encore"",4820,8,1"
"2019-05-01,""Free Fire"",4441.69,0,1"
"2019-05-01,""StarCraft: Remastered"",3887.5,11,6"
"2019-05-01,""Guilty Gear Xrd REV 2"",3861.79,13,3"
"2019-05-01,""Wolfenstein: Enemy Territory"",3305.09,18,2"
"2019-05-01,""Soul Calibur VI"",2819.69,13,3"
"2019-05-01,""Mystery Game Tournament"",2560,8,1"
"2019-05-01,""BlazBlue: Cross Tag Battle"",2394.23,14,3"
"2019-05-01,""Minecraft"",2222,2,1"
"2019-05-01,""Puyo Puyo Champions"",1786.8,4,1"
"2019-05-01,""Heroes of the Storm"",1750,18,2"
"2019-05-01,""Lethal League Blaze"",1677.75,8,2"
"2019-05-01,""osu!"",1495,21,2"
"2019-05-01,""Street Fighter III: 3rd Strike"",1220,8,1"
"2019-05-01,""Windjammers"",1116.75,4,1"
"2019-05-01,""Lichess"",1100,8,2"
"2019-05-01,""Super Street Fighter II Turbo"",1090,8,1"
"2019-05-01,""Killer Instinct (2013)"",1040,8,1"
"2019-05-01,""Vampire Savior"",1020,8,1"
"2019-05-01,""Gears of War 4"",1000,11,2"
"2019-05-01,""Old School Runescape"",1000,2,1"
"2019-05-01,""Quake Champions"",1000,5,2"
"2019-05-01,""Warparty"",1000,4,1"
"2019-05-01,""Marvel vs. Capcom: Infinite"",960,8,1"
"2019-05-01,""Naruto Shippuden: Ultimate Ninja Storm 4"",850,3,1"
"2019-05-01,""NHL 19"",700,1,1"
"2019-05-01,""Capcom vs. SNK 2"",540,3,1"
"2019-05-01,""King of Fighters 98"",500,1,1"
"2019-05-01,""Teenage Mutant Ninja Turtles: Tournament Fighters"",500,3,1"
"2019-05-01,""Marvel vs. Capcom 2"",420,3,1"
"2019-05-01,""Soul Calibur II"",420,3,1"
"2019-05-01,""Street Fighter Alpha 2"",410,3,1"
"2019-05-01,""ARMS"",327.01,11,1"
"2019-05-01,""Super Smash Bros. Brawl"",289.62,6,1"
"2019-05-01,""Super Smash Bros."",282.2,6,1"
"2019-05-01,""Rivals of Aether"",270,3,1"
"2019-05-01,""Street Fighter X Tekken"",250,3,1"
"2019-05-01,""Artifact Classic"",240,11,7"
"2019-05-01,""BlazBlue: Central Fiction"",235.44,3,1"
"2019-05-01,""Street Fighter EX2 Plus"",190,3,1"
"2019-05-01,""Ultimate Marvel vs. Capcom 3"",160,3,1"
"2019-05-01,""Project M"",152.89,8,1"
"2019-05-01,""Puyo Puyo Tetris"",130,2,1"
"2019-05-01,""Age of Empires III"",50,1,1"
"2019-05-01,""Age of Mythology"",30.93,3,1"
"2019-06-01,""Fortnite"",5100715.49,753,32"
"2019-06-01,""Counter-Strike: Global Offensive"",2068034.71,936,84"
"2019-06-01,""Dota 2"",1917702.02,482,27"
"2019-06-01,""Arena of Valor"",1380512,98,2"
"2019-06-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",982731.47,543,18"
"2019-06-01,""Magic: The Gathering Arena"",786000,85,7"
"2019-06-01,""Rocket League"",666618.5,210,37"
"2019-06-01,""PLAYERUNKNOWN'S BATTLEGROUNDS Mobile"",614660.31,421,8"
"2019-06-01,""Hearthstone"",516282.96,239,12"
"2019-06-01,""Call of Duty: Black Ops 4"",407435,152,6"
"2019-06-01,""StarCraft II"",263815.66,160,37"
"2019-06-01,""Pro Evolution Soccer 2019"",216000,25,2"
"2019-06-01,""Overwatch"",191229,123,5"
"2019-06-01,""NBA 2K19"",180000,40,1"
"2019-06-01,""League of Legends"",167210.44,350,21"
"2019-06-01,""Clash of Clans"",160370,13,5"
"2019-06-01,""Mobile Legends: Bang Bang"",145769,65,1"
"2019-06-01,""Rainbow Six Siege"",134192.57,211,12"
"2019-06-01,""Super Smash Bros. Ultimate"",133818.36,431,117"
"2019-06-01,""Clash Royale"",115000,35,4"
"2019-06-01,""Brawlhalla"",110400,65,13"
"2019-06-01,""Forza Motorsport 7"",1e+05,35,1"
"2019-06-01,""StarCraft: Remastered"",88416.81,37,9"
"2019-06-01,""Heroes of the Storm"",83998,52,3"
"2019-06-01,""Shadowverse"",70826.85,32,4"
"2019-06-01,""Paladins"",70000,40,2"
"2019-06-01,""WarCraft III"",67216.5,16,4"
"2019-06-01,""Tekken 7"",66663.36,56,9"
"2019-06-01,""Super Smash Bros. Melee"",65991.95,112,23"
"2019-06-01,""Apex Legends"",65092.96,80,5"
"2019-06-01,""Old School Runescape"",64000,2,2"
"2019-06-01,""Onward"",63000,22,1"
"2019-06-01,""Brawl Stars"",55098.46,43,6"
"2019-06-01,""Battalion 1944"",52500,38,6"
"2019-06-01,""Halo 3"",50800,32,2"
"2019-06-01,""Echo Combat"",46800,16,1"
"2019-06-01,""Street Fighter V: Arcade Edition"",41425,30,5"
"2019-06-01,""Call of Duty: Blackout"",40000,18,1"
"2019-06-01,""World of WarCraft"",40000,43,4"
"2019-06-01,""Echo Arena"",38700,12,1"
"2019-06-01,""Assetto Corsa"",27904,19,3"
